Date,Actual,Predicted
2024-05-09 15:00:00,38229.109375,38027.76379350935
2024-05-12 15:00:00,38179.4609375,38242.615287282206
2024-05-13 15:00:00,38356.05859375,38171.339354105716
2024-05-14 15:00:00,38385.73046875,38361.18320976175
2024-05-15 15:00:00,38920.26171875,38400.67803281899
2024-05-16 15:00:00,38787.37890625,38900.89737735154
2024-05-19 15:00:00,39069.6796875,38821.439139794194
2024-05-20 15:00:00,38946.9296875,39036.31227942202
2024-05-21 15:00:00,38617.1015625,38972.409441116935
2024-05-22 15:00:00,39103.21875,38593.85603113199
2024-05-23 15:00:00,38646.109375,39082.76747729962
2024-05-26 15:00:00,38900.01953125,38685.165162002435
2024-05-27 15:00:00,38855.37109375,38855.92009510488
2024-05-28 15:00:00,38556.87109375,38894.51949230046
2024-05-29 15:00:00,38054.12890625,38540.477190824575
2024-05-30 15:00:00,38487.8984375,38063.847972720876
2024-06-02 15:00:00,38923.03125,38450.62922067585
2024-06-03 15:00:00,38837.4609375,38949.892417172545
2024-06-04 15:00:00,38490.171875,38855.24858203692
2024-06-05 15:00:00,38703.51171875,38497.40918671187
2024-06-06 15:00:00,38683.9296875,38674.55269801135
2024-06-09 15:00:00,39038.16015625,38693.39541695765
2024-06-10 15:00:00,39134.7890625,39021.90680443417
2024-06-11 15:00:00,38876.7109375,39162.41776295756
2024-06-12 15:00:00,38720.46875,38872.11397083709
2024-06-13 15:00:00,38814.55859375,38710.85817586642
2024-06-16 15:00:00,38102.44140625,38803.47714235433
2024-06-17 15:00:00,38482.109375,38124.58517532645
2024-06-18 15:00:00,38570.76171875,38437.752720876575
2024-06-19 15:00:00,38633.01953125,38613.59796373189
2024-06-20 15:00:00,38596.46875,38618.09892340146
2024-06-23 15:00:00,38804.6484375,38619.63401585865
2024-06-24 15:00:00,39173.1484375,38785.95002640082
2024-06-25 15:00:00,39667.0703125,39174.10982868985
2024-06-26 15:00:00,39341.5390625,39667.0468371959
2024-06-27 15:00:00,39583.078125,39367.35994594985
2024-06-30 15:00:00,39631.05859375,39543.01749783706
2024-07-01 15:00:00,40074.69140625,39645.9454761854
2024-07-02 15:00:00,40580.76171875,40043.82049788697
2024-07-03 15:00:00,40913.6484375,40601.10024329606
2024-07-04 15:00:00,40912.37109375,40915.43481775406
2024-07-07 15:00:00,40780.69921875,40918.66682061055
2024-07-08 15:00:00,41580.171875,40767.16508087056
2024-07-09 15:00:00,41831.98828125,41546.25607978251
2024-07-10 15:00:00,42224.01953125,41865.70784657653
2024-07-11 15:00:00,41190.6796875,42205.90480924969
2024-07-15 15:00:00,41275.078125,41239.89386487836
2024-07-16 15:00:00,41097.69140625,41190.71448293647
2024-07-17 15:00:00,40126.3515625,41138.38417452155
2024-07-18 15:00:00,40063.7890625,40118.058840592545
2024-07-21 15:00:00,39599.0,40042.30557040107
2024-07-22 15:00:00,39594.390625,39628.12382055653
2024-07-23 15:00:00,39154.8515625,39564.39575401356
2024-07-24 15:00:00,37869.51171875,39195.96104513209
2024-07-25 15:00:00,37667.41015625,37865.12011871304
2024-07-28 15:00:00,38468.62890625,37613.427731162374
2024-07-29 15:00:00,38525.94921875,38469.365547846886
2024-07-30 15:00:00,39101.8203125,38562.950941463845
2024-07-31 15:00:00,38126.328125,39093.69969981033
2024-08-01 15:00:00,35909.69921875,38187.40049820721
2024-08-04 15:00:00,31458.419921875,35861.363700734255
2024-08-05 15:00:00,34675.4609375,31186.731894308083
2024-08-06 15:00:00,35089.62109375,34531.941292005366
2024-08-07 15:00:00,34831.1484375,35444.498694434296
2024-08-08 15:00:00,35025.0,34665.80453553274
2024-08-12 15:00:00,36232.51171875,35131.18498339071
2024-08-13 15:00:00,36442.4296875,36078.64958949432
2024-08-14 15:00:00,36726.640625,36424.21588683276
2024-08-15 15:00:00,38062.671875,36685.47135469592
2024-08-18 15:00:00,37388.62109375,38053.94465732513
2024-08-19 15:00:00,38062.921875,37367.370837982824
2024-08-20 15:00:00,37951.80078125,37980.31389503123
2024-08-21 15:00:00,38211.01171875,38008.907891858835
2024-08-22 15:00:00,38364.26953125,38110.32190151185
2024-08-25 15:00:00,38110.21875,38409.32753811476
2024-08-26 15:00:00,38288.62109375,38082.97929411636
2024-08-27 15:00:00,38371.76171875,38282.26296245458
2024-08-28 15:00:00,38362.53125,38376.2973801265
2024-08-29 15:00:00,38647.75,38347.393837795935
2024-09-01 15:00:00,38700.87109375,38650.06352903893
2024-09-02 15:00:00,38686.30859375,38701.00560780666
2024-09-03 15:00:00,37047.609375,38674.1735434423
2024-09-04 15:00:00,36657.08984375,37091.703299253095
2024-09-05 15:00:00,36391.46875,36622.68064196769
2024-09-08 15:00:00,36215.75,36449.341430037355
2024-09-09 15:00:00,36159.16015625,36197.546757795404
2024-09-10 15:00:00,35619.76953125,36219.75973106181
2024-09-11 15:00:00,36833.26953125,35643.87605224062
2024-09-12 15:00:00,36581.76171875,36800.20724148011
2024-09-16 15:00:00,36203.21875,36641.350704162294
2024-09-17 15:00:00,36380.171875,36155.03826849191
2024-09-18 15:00:00,37155.328125,36417.82333165753
2024-09-19 15:00:00,37723.91015625,37104.006790992025
2024-09-23 15:00:00,37940.58984375,37720.72487430255
2024-09-24 15:00:00,37870.26171875,37935.96541263232
2024-09-25 15:00:00,38925.62890625,37865.983600058105
2024-09-26 15:00:00,39829.55859375,38882.073538998586
2024-09-29 15:00:00,37919.55078125,39827.42029970127
2024-09-30 15:00:00,38651.96875,37935.753777331294
2024-10-01 15:00:00,37808.76171875,38600.583723904776
2024-10-02 15:00:00,38552.05859375,37898.79947660615
2024-10-03 15:00:00,38635.62109375,38407.44716819287
2024-10-06 15:00:00,39332.73828125,38752.59334182574
2024-10-07 15:00:00,38937.5390625,39238.74383541766
2024-10-08 15:00:00,39277.9609375,39011.41485331095
2024-10-09 15:00:00,39380.890625,39205.18176804038
2024-10-10 15:00:00,39605.80078125,39415.44153700666
2024-10-14 15:00:00,39910.55078125,39553.315878932306
2024-10-15 15:00:00,39180.30078125,39923.572295549806
2024-10-16 15:00:00,38911.19140625,39196.02423398115
2024-10-17 15:00:00,38981.75,38892.92198395532
2024-10-20 15:00:00,38954.6015625,39001.30956531923
2024-10-21 15:00:00,38411.9609375,38940.20563449684
2024-10-22 15:00:00,38104.859375,38444.791377970956
2024-10-23 15:00:00,38143.2890625,38113.875673019276
2024-10-24 15:00:00,37913.921875,38152.548017761954
2024-10-27 15:00:00,38605.53125,37921.035867712024
2024-10-28 15:00:00,38903.6796875,38585.08030341962
2024-10-29 15:00:00,39277.390625,38930.22093786184
2024-10-30 15:00:00,39081.25,39238.70157763031
2024-10-31 15:00:00,38053.671875,39109.62161017172
2024-11-04 15:00:00,38474.8984375,38050.94090831227
2024-11-05 15:00:00,39480.671875,38443.63187053659
2024-11-06 15:00:00,39381.41015625,39481.76496180147
2024-11-07 15:00:00,39500.37109375,39368.031785235304
2024-11-10 15:00:00,39533.3203125,39495.48350466723
2024-11-11 15:00:00,39376.08984375,39548.64654294824
2024-11-12 15:00:00,38721.66015625,39343.246357110955
2024-11-13 15:00:00,38535.69921875,38744.825423754155
2024-11-14 15:00:00,38642.91015625,38532.37662194584
2024-11-17 15:00:00,38220.8515625,38657.86931593299
